ruid,rid,startdate,enddate
4583,377,2023-03-18,2023-03-28
4584,380,2023-10-22,2023-11-05
4585,180,2020-10-24,2020-10-30
4586,6,2021-12-18,2021-12-23
4588,409,2023-07-31,2023-08-06
4589,382,2023-11-14,2023-11-21
4590,115,2021-04-17,2021-04-20
4593,14,2022-12-01,2022-12-13
4594,182,2020-09-04,2020-09-09
4595,150,2020-04-23,2020-04-28
4596,53,2022-12-20,2023-01-03
4597,68,2023-08-06,2023-08-14
4598,205,2019-11-16,2019-11-22
4599,103,2020-10-02,2020-10-05
4602,168,2019-04-14,2019-04-24
4604,254,2021-05-07,2021-05-15
4605,125,2020-02-04,2020-02-07
4608,272,2023-03-03,2023-03-10
4609,185,2020-12-26,2021-01-07
4611,21,2021-03-14,2021-03-25
4612,183,2019-03-12,2019-03-17
4613,288,2023-12-02,2023-12-08
4614,35,2019-01-20,2019-01-26
4615,34,2023-04-23,2023-05-04
4616,82,2023-11-16,2023-11-26
4617,37,2023-06-26,2023-07-05
4618,255,2020-03-21,2020-03-30
4621,158,2022-07-11,2022-07-24
4623,211,2021-10-01,2021-10-09
4624,159,2020-09-12,2020-09-24
4625,110,2022-06-29,2022-07-05
4626,58,2019-11-16,2019-11-22
4627,352,2023-01-29,2023-02-01
4629,147,2021-09-23,2021-10-07
4630,121,2020-11-15,2020-11-29
4632,38,2019-06-13,2019-06-26
4633,287,2019-08-10,2019-08-22
4634,244,2022-04-03,2022-04-13
4635,269,2022-01-18,2022-01-23
4636,343,2023-08-20,2023-08-27
4637,329,2022-09-15,2022-09-29
4640,436,2021-10-30,2021-11-11
4641,296,2023-05-20,2023-05-29
4642,325,2022-04-18,2022-04-21
4643,87,2021-03-13,2021-03-18
4644,26,2019-12-27,2020-01-10
4646,172,2024-01-15,2024-01-26
4647,20,2020-04-13,2020-04-20
4650,93,2023-05-02,2023-05-16
4652,97,2019-01-16,2019-01-23
4653,351,2019-08-05,2019-08-16
4654,190,2023-04-17,2023-04-30
4655,259,2019-12-26,2019-12-29
4658,224,2020-10-17,2020-10-31
4659,325,2021-08-30,2021-09-08
4662,169,2019-11-12,2019-11-24
4663,18,2019-08-16,2019-08-30
4664,356,2021-04-20,2021-04-23
4665,288,2022-02-14,2022-02-19
4666,286,2019-11-24,2019-12-01
4667,408,2019-12-30,2020-01-09
4668,335,2023-03-30,2023-04-05
4669,119,2021-03-12,2021-03-23
4670,226,2023-07-08,2023-07-14
4671,220,2023-04-11,2023-04-20
4672,226,2021-03-01,2021-03-09
4673,327,2019-09-03,2019-09-16
4674,141,2019-11-11,2019-11-20
4675,306,2022-09-08,2022-09-19
4676,303,2020-06-19,2020-06-23
4677,11,2021-04-13,2021-04-23
4678,323,2020-01-11,2020-01-19
4679,421,2019-05-25,2019-05-29
4680,297,2021-12-06,2021-12-20
4681,406,2020-09-09,2020-09-14
4682,299,2021-09-05,2021-09-14
4683,157,2023-06-09,2023-06-14
4685,169,2020-09-22,2020-09-26
4686,200,2020-07-03,2020-07-17
4688,317,2023-12-28,2024-01-06
4689,373,2021-12-16,2021-12-24
4690,405,2020-06-06,2020-06-15
4691,427,2021-10-15,2021-10-28
4692,43,2023-09-03,2023-09-07
4693,348,2022-02-26,2022-03-05
4694,141,2019-03-30,2019-04-10
4695,52,2021-06-14,2021-06-24
4696,413,2022-01-02,2022-01-15
4697,408,2023-04-30,2023-05-14
4699,138,2023-09-04,2023-09-18
4700,207,2022-11-02,2022-11-09
4701,284,2023-07-10,2023-07-15
4703,364,2020-10-21,2020-11-03
4705,283,2021-07-20,2021-07-24
4707,156,2020-03-14,2020-03-18
4708,413,2020-04-04,2020-04-12
4709,144,2023-06-30,2023-07-07
4710,319,2020-12-29,2021-01-09
4711,130,2019-01-16,2019-01-25
4712,322,2019-09-05,2019-09-18
4713,207,2020-03-10,2020-03-19
4714,291,2022-06-08,2022-06-18
4715,25,2022-11-21,2022-11-24
4716,395,2023-12-05,2023-12-11
4717,316,2021-12-22,2022-01-01
4718,310,2022-10-21,2022-10-30
4720,127,2023-02-26,2023-03-02
4721,283,2022-05-21,2022-06-01
4722,314,2022-11-08,2022-11-21
4723,417,2022-05-02,2022-05-11
4724,241,2023-06-07,2023-06-13
4726,308,2022-11-27,2022-12-11
4727,248,2023-10-17,2023-10-23
4728,4,2021-03-19,2021-04-02
4729,97,2022-01-18,2022-01-23
4730,124,2022-05-06,2022-05-15
4731,391,2022-10-26,2022-11-03
4732,167,2024-01-15,2024-01-26
4733,381,2020-08-04,2020-08-17
4735,226,2023-03-26,2023-04-09
4736,11,2020-09-04,2020-09-11
4737,106,2023-08-28,2023-09-04
4738,442,2023-01-23,2023-02-02
4739,263,2021-10-15,2021-10-24
4741,404,2021-04-20,2021-04-23
4742,247,2019-07-01,2019-07-11
4743,209,2019-10-19,2019-10-24
4744,10,2019-06-03,2019-06-17
4746,318,2019-09-11,2019-09-19
4747,24,2021-02-19,2021-02-25
4748,172,2022-01-20,2022-01-28
4749,212,2020-02-25,2020-03-06
4750,196,2024-02-07,2024-02-21
4751,125,2019-05-29,2019-06-11
4752,135,2019-05-20,2019-05-23
4754,2,2024-01-04,2024-01-11
4755,113,2019-09-06,2019-09-14
4756,138,2019-11-17,2019-11-20
4758,248,2020-01-27,2020-01-30
4759,256,2023-01-18,2023-02-01
4760,367,2023-12-01,2023-12-05
4762,251,2023-12-11,2023-12-17
4764,379,2019-10-05,2019-10-16
4765,395,2020-05-31,2020-06-06
4768,287,2022-02-28,2022-03-10
4769,322,2023-09-12,2023-09-16
4770,438,2021-03-14,2021-03-24
4771,151,2023-11-13,2023-11-16
4772,302,2023-10-25,2023-11-01
4773,137,2021-12-21,2022-01-04
4774,59,2023-02-20,2023-03-04
4775,433,2019-11-07,2019-11-16
4776,398,2019-11-28,2019-12-07
4777,131,2020-04-13,2020-04-20
4778,449,2021-02-16,2021-03-01
4779,176,2019-01-16,2019-01-25
4781,352,2021-03-23,2021-04-02
4782,32,2020-03-15,2020-03-28
4783,299,2022-03-19,2022-03-24
4784,314,2020-03-26,2020-04-09
4785,47,2022-03-10,2022-03-15
4786,270,2022-08-19,2022-08-25
4787,240,2023-01-29,2023-02-01
4789,151,2019-09-10,2019-09-13
4790,315,2023-02-28,2023-03-14
4791,186,2021-12-09,2021-12-18
4792,339,2019-12-09,2019-12-13
4794,178,2021-07-19,2021-07-24
4796,98,2023-10-18,2023-10-21
4797,59,2023-10-11,2023-10-18
4798,225,2019-09-21,2019-09-24
4799,110,2019-02-14,2019-02-26
4800,266,2019-02-20,2019-02-28
4801,394,2019-09-15,2019-09-25
4802,229,2021-03-25,2021-04-02
4804,208,2020-02-25,2020-03-06
4805,393,2021-11-12,2021-11-16
4806,3,2021-06-08,2021-06-18
4807,205,2023-01-11,2023-01-19
4808,370,2019-01-26,2019-01-31
4809,413,2021-02-25,2021-03-05
4811,243,2022-05-25,2022-06-05
4814,130,2023-08-17,2023-08-23
4815,273,2019-04-14,2019-04-21
4816,295,2019-07-24,2019-07-28
4818,232,2022-06-07,2022-06-20
4819,334,2022-10-21,2022-10-30
4820,390,2022-01-19,2022-01-29
4822,37,2022-04-05,2022-04-09
4823,374,2021-06-17,2021-06-20
4824,17,2023-11-19,2023-12-01
4825,207,2023-11-14,2023-11-21
4826,270,2019-12-15,2019-12-18
4827,83,2019-10-24,2019-11-01
4828,373,2023-03-21,2023-04-01
4829,2,2024-01-01,2024-01-04
4830,118,2021-07-10,2021-07-14
4831,225,2021-09-17,2021-09-28
4833,402,2019-01-24,2019-02-07
4834,137,2019-09-10,2019-09-24
4835,7,2023-12-15,2023-12-22
4837,291,2022-07-04,2022-07-17
4838,301,2023-08-17,2023-08-22
4840,252,2022-11-23,2022-12-02
4842,395,2020-04-13,2020-04-20
4845,188,2021-10-07,2021-10-17
4846,40,2019-08-13,2019-08-26
4847,365,2020-07-28,2020-08-08
4848,62,2020-11-15,2020-11-29
4850,113,2022-01-29,2022-02-11
4852,427,2019-11-01,2019-11-04
4854,439,2022-05-24,2022-05-28
4855,369,2021-05-24,2021-06-04
4856,233,2019-05-10,2019-05-20
4857,307,2021-10-05,2021-10-15
4858,107,2019-01-11,2019-01-16
4859,88,2022-06-20,2022-06-27
4860,222,2019-02-21,2019-03-04
4861,374,2022-04-09,2022-04-21
4862,328,2019-10-01,2019-10-09
4863,131,2021-11-18,2021-12-02
4864,374,2020-02-25,2020-03-06
4865,52,2023-10-09,2023-10-18
4866,51,2022-12-20,2023-01-03
4868,438,2023-09-06,2023-09-17
4869,124,2023-03-26,2023-04-09
4870,345,2019-04-09,2019-04-15
4872,257,2023-04-25,2023-05-03
4873,249,2019-10-31,2019-11-14
4874,416,2019-04-01,2019-04-05
4875,385,2021-01-28,2021-02-05
4876,70,2019-09-03,2019-09-16
4877,11,2020-09-30,2020-10-11
4879,375,2020-03-19,2020-03-22
4881,160,2020-10-04,2020-10-08
4882,137,2022-10-13,2022-10-26
4883,297,2020-02-04,2020-02-14
4884,438,2022-05-03,2022-05-17
4885,199,2020-01-06,2020-01-10
4886,440,2019-01-24,2019-02-04
4887,149,2020-09-09,2020-09-14
4888,328,2019-08-30,2019-09-12
4889,335,2020-11-10,2020-11-18
4890,402,2022-01-02,2022-01-15
4891,449,2023-03-04,2023-03-13
4894,157,2024-02-04,2024-02-13
4895,394,2020-06-25,2020-07-04
4896,76,2019-05-04,2019-05-17
4897,278,2022-01-19,2022-01-29
4898,258,2021-05-11,2021-05-23
4899,337,2021-04-04,2021-04-13
4900,241,2022-03-29,2022-04-05
4901,78,2022-05-27,2022-06-02
4902,85,2020-01-21,2020-02-01
4903,172,2020-11-14,2020-11-20
4904,292,2020-10-05,2020-10-14
4905,97,2021-06-17,2021-06-20
4906,145,2019-06-28,2019-07-10
4907,168,2023-08-13,2023-08-24
4908,53,2022-06-20,2022-06-27
4910,43,2019-05-13,2019-05-18
4912,286,2020-05-15,2020-05-19
4913,333,2023-05-20,2023-05-31
4915,300,2023-09-28,2023-10-09
4918,435,2022-11-10,2022-11-23
4919,391,2023-10-17,2023-10-20
4922,186,2022-04-24,2022-05-07
4923,293,2023-05-11,2023-05-24
4925,86,2022-03-15,2022-03-28
4926,113,2023-05-21,2023-05-30
4928,349,2020-01-03,2020-01-16
4929,287,2020-06-14,2020-06-17
4930,81,2023-07-08,2023-07-19
4931,392,2023-04-22,2023-04-26
4932,2,2019-09-17,2019-09-26
4933,411,2022-03-10,2022-03-15
4935,10,2021-10-30,2021-11-11
4936,65,2019-10-02,2019-10-08
4937,322,2019-01-24,2019-02-07
4938,219,2019-08-30,2019-09-13
4939,361,2023-05-20,2023-05-31
4940,61,2019-04-07,2019-04-17
4941,410,2019-02-06,2019-02-19
4942,131,2020-05-19,2020-05-31
4943,92,2022-09-10,2022-09-20
4944,94,2023-01-29,2023-02-03
4945,330,2021-03-18,2021-03-29
4946,215,2021-01-19,2021-02-02
4947,11,2020-10-17,2020-10-31
4948,165,2022-01-12,2022-01-24
4950,407,2022-11-21,2022-11-24
4951,124,2022-09-05,2022-09-12
4953,423,2022-07-04,2022-07-18
4954,327,2020-08-09,2020-08-17
4955,168,2020-03-16,2020-03-26
4957,163,2023-11-19,2023-12-01
4958,23,2019-03-17,2019-03-20
4960,342,2023-12-19,2023-12-22
4961,318,2021-07-15,2021-07-23
4962,205,2023-10-14,2023-10-25
4963,90,2022-09-21,2022-10-04
4964,30,2023-05-13,2023-05-19
4965,361,2022-11-20,2022-12-03
4966,319,2019-11-12,2019-11-24
4967,312,2022-10-15,2022-10-18
4968,301,2019-05-21,2019-06-04
4969,177,2019-03-16,2019-03-30
4971,193,2019-11-28,2019-12-07
4973,248,2023-08-19,2023-08-30
4974,435,2019-08-05,2019-08-14
4975,321,2019-05-20,2019-05-23
4976,281,2020-08-09,2020-08-17
4978,290,2023-08-26,2023-09-03
4979,304,2020-05-26,2020-06-02
4980,390,2023-08-09,2023-08-15
4982,406,2019-01-20,2019-01-26
4983,429,2022-06-30,2022-07-05
4984,317,2022-03-29,2022-04-07
4985,390,2019-03-01,2019-03-12
4986,363,2023-11-18,2023-11-22
4987,209,2022-01-18,2022-01-23
4988,63,2023-05-31,2023-06-14
4989,54,2022-06-12,2022-06-16
4990,36,2021-11-03,2021-11-06
4991,436,2019-03-12,2019-03-17
4992,113,2022-03-26,2022-04-05
4993,369,2020-05-14,2020-05-25
4994,296,2023-11-16,2023-11-26
4996,42,2019-09-30,2019-10-11
4998,232,2021-11-05,2021-11-10
